symbol,date,open,high,low,close,volume
HDL,2020-06-29,971.03,982.34,965.71,973.14,4412
HDL,2020-06-30,999.23,1006.99,993.99,1003.87,4356
HDL,2020-07-01,1032.23,1060.27,979.76,1028.15,2275
HDL,2020-07-02,1031.81,1044.28,997.95,1030.42,3338
HDL,2020-07-05,1038.64,1060.27,1028.54,1032.08,4532
HDL,2020-07-06,1030.19,1033.72,1025.33,1031.72,5274
HDL,2020-07-07,1018.15,1021.81,1015.95,1020.27,3363
HDL,2020-07-08,1025.55,1058.84,1018.84,1026.43,4105
HDL,2020-07-09,1022.29,1029.33,1005.09,1012.17,2303
HDL,2020-07-12,1019.33,1053.77,988.07,1018.47,3323
HDL,2020-07-13,1020.66,1027.94,1008.29,1021.46,2063
HDL,2020-07-14,1018.53,1068.27,997.73,1016.16,1899
HDL,2020-07-15,1016.71,1022.42,1014.94,1016.62,4265
HDL,2020-07-16,1028.81,1042.43,1023.12,1026.59,3795
HDL,2020-07-19,1005.35,1011.54,986.91,1011.14,2783
HDL,2020-07-20,895.33,897.02,850.45,894.45,3302
HDL,2020-07-21,882.88,892.48,881.03,881.71,3733
HDL,2020-07-22,863.95,879.54,858.23,859.47,3477
HDL,2020-07-23,871.38,882.58,865.44,870.36,3659
HDL,2020-07-26,857.39,864.97,845.7,853.91,2583
HDL,2020-07-27,857.57,887.27,844.75,858.51,3156
HDL,2020-07-28,853.17,870.56,836.46,857.98,1754
HDL,2020-07-29,860.62,870.41,858.99,862.68,2080
HDL,2020-07-30,874.07,899.9,851.55,875.1,2164
HDL,2020-08-02,870.69,886.22,848.03,873.71,2939
HDL,2020-08-03,892.93,911.07,872.65,888.29,4470
HDL,2020-08-04,896.97,923.87,892.05,901.9,4074
HDL,2020-08-05,911.27,915.16,905.28,910.84,3375
HDL,2020-08-06,913.38,921.32,912.88,916.35,2912
HDL,2020-08-09,920.98,924.05,916.06,920.08,2806
HDL,2020-08-10,946.77,953.44,944.06,950.0,5778
HDL,2020-08-11,947.12,972.23,916.61,950.15,4201
HDL,2020-08-12,962.82,985.17,946.47,960.86,3212
HDL,2020-08-13,957.55,975.57,948.73,962.14,4064
HDL,2020-08-16,954.36,955.44,921.69,955.29,3445
HDL,2020-08-17,944.0,949.03,937.55,942.74,3117
HDL,2020-08-18,935.39,937.54,934.61,935.67,4555
HDL,2020-08-19,959.38,986.19,950.84,955.21,3696
HDL,2020-08-20,930.04,938.05,916.85,926.64,2900
HDL,2020-08-23,906.55,910.89,898.14,903.84,756
HDL,2020-08-24,937.84,963.78,891.74,931.75,1807
HDL,2020-08-25,947.99,971.64,936.89,952.5,3790
HDL,2020-08-26,951.32,977.09,933.73,950.74,2332
HDL,2020-08-27,945.35,966.08,940.89,943.0,3616
HDL,2020-08-30,923.32,930.69,908.97,926.26,3078
HDL,2020-08-31,935.37,939.71,929.21,936.4,3094
HDL,2020-09-01,915.0,926.67,887.3,922.06,2386
HDL,2020-09-02,934.15,957.35,919.97,933.9,4845
HDL,2020-09-03,928.81,934.54,915.08,928.29,1232
HDL,2020-09-06,960.9,974.85,944.69,958.96,3140
HDL,2020-09-07,942.89,947.36,941.29,945.7,4827
HDL,2020-09-08,907.86,910.52,902.52,905.86,5150
HDL,2020-09-09,929.7,936.31,921.98,930.18,3166
HDL,2020-09-10,930.67,935.09,926.25,928.46,3238
HDL,2020-09-13,929.58,968.94,919.31,928.29,5699
HDL,2020-09-14,884.2,892.04,871.75,885.57,4609
HDL,2020-09-15,854.88,865.96,821.67,856.66,4322
HDL,2020-09-16,836.09,848.91,829.1,832.13,4685
HDL,2020-09-17,847.64,865.78,824.47,849.55,2076
HDL,2020-09-20,845.63,848.63,842.7,844.16,4437
HDL,2020-09-21,847.82,859.84,809.53,846.33,3729
HDL,2020-09-22,844.81,846.06,842.89,845.81,4150
HDL,2020-09-23,829.08,853.51,818.03,827.36,4013
HDL,2020-09-24,808.13,820.4,776.23,808.11,2735
HDL,2020-09-27,806.28,843.97,771.21,807.99,3135
HDL,2020-09-28,823.49,836.65,796.8,825.78,4802
HDL,2020-09-29,827.04,833.73,823.28,829.32,1226
HDL,2020-09-30,795.39,809.85,792.16,797.26,3502
HDL,2020-10-01,724.64,734.35,715.11,720.93,4952
HDL,2020-10-04,712.67,730.54,690.65,714.36,3193
HDL,2020-10-05,707.35,717.04,696.68,708.61,1985
HDL,2020-10-06,693.32,697.83,675.2,695.08,1760
HDL,2020-10-07,686.72,694.55,654.68,683.55,4556
HDL,2020-10-08,687.85,689.51,685.78,689.1,10
HDL,2020-10-11,705.97,712.68,699.03,704.47,4867
HDL,2020-10-12,693.64,694.35,684.99,689.91,1570
HDL,2020-10-13,687.02,694.97,686.32,688.46,2852
HDL,2020-10-14,688.54,693.79,684.91,690.1,1888
HDL,2020-10-15,707.21,714.17,673.35,706.95,6387
HDL,2020-10-18,710.63,720.65,706.92,713.98,4007
HDL,2020-10-19,707.04,717.79,704.04,706.63,2584
HDL,2020-10-20,686.44,698.28,680.13,687.99,2918
HDL,2020-10-21,694.68,701.01,690.98,695.24,4262
HDL,2020-10-22,703.36,715.61,698.19,706.19,3348
HDL,2020-10-25,699.83,719.53,690.9,699.18,2637
HDL,2020-10-26,686.86,692.3,683.86,687.55,4213
HDL,2020-10-27,697.41,699.49,694.21,697.4,125
HDL,2020-10-28,690.61,698.76,677.55,688.12,5425
HDL,2020-10-29,672.43,689.87,669.62,671.43,4343
HDL,2020-11-01,678.87,685.2,676.21,681.94,5661
HDL,2020-11-02,688.85,698.53,676.69,685.26,5148
HDL,2020-11-03,704.68,716.38,679.86,702.27,4266
HDL,2020-11-04,703.22,711.77,686.61,700.55,2080
HDL,2020-11-05,690.14,699.89,689.11,689.67,4003
HDL,2020-11-08,696.59,713.71,690.93,697.97,1123
HDL,2020-11-09,696.51,720.11,682.26,694.19,1006
HDL,2020-11-10,706.85,711.23,704.5,707.71,4167
HDL,2020-11-11,712.68,716.4,700.89,713.72,4873
HDL,2020-11-12,727.62,728.98,687.02,726.5,4869
HDL,2020-11-15,736.99,753.53,735.41,738.85,4041
HDL,2020-11-16,739.73,774.03,738.32,739.94,4310
HDL,2020-11-17,737.79,760.57,716.12,741.15,4192
HDL,2020-11-18,713.66,725.79,706.42,713.95,4173
HDL,2020-11-19,715.64,726.15,713.8,716.19,2527
HDL,2020-11-22,706.88,713.49,699.18,701.96,2537
HDL,2020-11-23,713.99,714.25,706.04,713.0,2149
HDL,2020-11-24,708.83,722.56,693.44,707.34,3510
HDL,2020-11-25,697.58,707.45,691.69,700.01,350
HDL,2020-11-26,692.23,711.86,668.28,692.8,4782
HDL,2020-11-29,709.53,728.19,697.41,706.99,3840
HDL,2020-11-30,715.61,727.27,706.06,717.41,4132
HDL,2020-12-01,705.3,722.59,697.96,708.2,2604
HDL,2020-12-02,727.99,732.15,725.27,725.76,4296
HDL,2020-12-03,722.09,734.67,708.21,719.79,5657
HDL,2020-12-06,713.21,719.07,713.17,714.67,6646
HDL,2020-12-07,703.49,708.0,691.96,701.58,2024
HDL,2020-12-08,716.04,721.65,713.6,715.52,3527
HDL,2020-12-09,718.75,733.41,716.39,718.41,4906
HDL,2020-12-10,737.76,741.28,730.02,735.12,3645
HDL,2020-12-13,754.81,760.44,753.01,754.98,2115
HDL,2020-12-14,731.5,734.04,715.6,730.82,2265
HDL,2020-12-15,751.57,751.82,738.33,749.25,2861
HDL,2020-12-16,719.67,754.81,700.38,725.85,4530
HDL,2020-12-17,731.32,736.44,730.31,730.69,2250
HDL,2020-12-20,752.85,782.65,742.72,750.23,3881
HDL,2020-12-21,761.63,771.04,760.69,766.13,2185
HDL,2020-12-22,769.78,774.36,764.43,772.04,2646
HDL,2020-12-23,780.72,797.82,776.93,784.04,2431
HDL,2020-12-24,774.37,794.33,764.83,771.82,2204
HDL,2020-12-27,783.85,794.51,783.05,787.34,4618
HDL,2020-12-28,788.61,793.53,769.64,787.74,3632
HDL,2020-12-29,781.95,788.8,766.96,786.5,4203
HDL,2020-12-30,777.66,782.99,772.64,778.65,3061
HDL,2020-12-31,800.29,813.38,785.26,802.79,1945
HDL,2021-01-03,805.93,811.99,799.12,802.51,2846
HDL,2021-01-04,803.73,809.09,797.36,804.84,1894
HDL,2021-01-05,816.62,826.12,808.78,814.52,2914
HDL,2021-01-06,803.41,813.81,796.98,800.32,4293
HDL,2021-01-07,807.49,822.62,802.84,805.77,4810
HDL,2021-01-10,787.09,796.31,781.14,791.5,4383
HDL,2021-01-11,797.56,824.43,790.92,797.87,1588
HDL,2021-01-12,759.62,761.71,755.72,760.25,1899
HDL,2021-01-13,741.65,757.73,727.18,740.77,3128
HDL,2021-01-14,751.2,771.35,740.37,753.28,5745
HDL,2021-01-17,738.01,748.61,725.99,741.88,4282
HDL,2021-01-18,751.85,762.67,741.8,746.52,3106
HDL,2021-01-19,747.89,756.42,746.65,751.07,546
HDL,2021-01-20,764.06,792.66,758.67,764.86,3905
HDL,2021-01-21,743.45,754.13,732.64,740.75,4350
HDL,2021-01-24,748.2,757.29,746.34,747.19,5140
HDL,2021-01-25,752.5,788.07,739.31,750.22,1262
HDL,2021-01-26,756.8,758.26,745.27,758.18,2500
HDL,2021-01-27,769.36,772.32,767.47,770.17,4154
HDL,2021-01-28,766.4,773.96,763.09,764.99,114
HDL,2021-01-31,765.42,783.16,763.87,764.72,6042
HDL,2021-02-01,781.82,785.16,776.03,781.41,3224
HDL,2021-02-02,797.43,799.72,762.2,795.09,2857
HDL,2021-02-03,788.1,795.8,787.52,792.32,2538
HDL,2021-02-04,759.81,768.33,751.51,760.22,3123
HDL,2021-02-07,776.6,778.18,768.77,775.43,2641
HDL,2021-02-08,776.32,787.47,770.82,776.51,4484
HDL,2021-02-09,765.15,769.28,758.27,764.04,2199
HDL,2021-02-10,752.07,755.21,732.66,753.87,1287
HDL,2021-02-11,742.81,747.86,725.37,742.6,10
HDL,2021-02-14,743.04,747.48,733.41,743.33,3734
HDL,2021-02-15,740.21,742.62,732.81,736.67,4341
HDL,2021-02-16,719.84,727.65,719.24,722.48,1820
HDL,2021-02-17,716.44,718.51,700.77,712.55,3406
HDL,2021-02-18,713.98,718.02,704.31,714.56,3730
HDL,2021-02-21,703.36,709.21,689.4,706.34,6217
HDL,2021-02-22,684.84,687.39,676.92,682.49,3960
HDL,2021-02-23,680.47,684.43,674.77,681.15,2252
HDL,2021-02-24,687.34,689.36,680.87,686.67,2494
HDL,2021-02-25,663.52,668.42,660.48,665.47,3519
HDL,2021-02-28,664.7,679.2,660.16,667.32,221
HDL,2021-03-01,662.76,688.35,657.51,663.41,7139
HDL,2021-03-02,661.02,672.09,660.74,662.05,4036
HDL,2021-03-03,646.62,653.75,635.57,643.91,5262
HDL,2021-03-04,630.99,639.89,629.18,631.31,2334
HDL,2021-03-07,642.13,651.39,640.93,642.13,1917
HDL,2021-03-08,643.39,652.63,621.35,642.42,2909
HDL,2021-03-09,641.27,661.07,634.75,643.38,2217
HDL,2021-03-10,622.99,635.11,619.34,627.53,3114
HDL,2021-03-11,635.41,675.17,631.69,634.88,4243
HDL,2021-03-14,650.75,668.65,640.8,649.39,2587
HDL,2021-03-15,660.67,662.39,657.64,659.81,2475
HDL,2021-03-16,649.22,649.36,648.49,649.0,5454
HDL,2021-03-17,651.04,653.03,643.55,649.85,1945
HDL,2021-03-18,653.68,659.26,652.26,654.48,3316
HDL,2021-03-21,639.52,643.38,638.44,642.15,4332
HDL,2021-03-22,657.26,665.03,654.55,658.46,3650
HDL,2021-03-23,652.67,656.86,641.11,651.09,5587
HDL,2021-03-24,648.1,654.62,646.01,651.64,2774
HDL,2021-03-25,646.95,663.65,639.09,644.83,2624
HDL,2021-03-28,659.79,675.73,654.07,657.03,5029
HDL,2021-03-29,667.75,672.99,661.24,665.89,1997
HDL,2021-03-30,659.85,672.75,652.03,659.51,5627
HDL,2021-03-31,668.24,677.79,649.79,670.42,2399
HDL,2021-04-01,673.23,674.06,666.32,669.61,3012
HDL,2021-04-04,657.19,677.99,634.0,653.92,2369
HDL,2021-04-05,631.05,637.31,622.04,631.9,3771
HDL,2021-04-06,628.58,629.41,610.24,627.76,4719
HDL,2021-04-07,625.26,635.75,624.3,628.03,3969
HDL,2021-04-08,621.0,636.36,604.97,620.64,1038
HDL,2021-04-11,618.61,620.9,616.33,617.92,4900
HDL,2021-04-12,612.49,621.98,607.63,610.32,2920
HDL,2021-04-13,607.56,624.29,600.23,610.38,592
HDL,2021-04-14,510.09,518.06,509.84,512.19,4033
HDL,2021-04-15,517.02,525.04,513.73,516.06,4211
HDL,2021-04-18,526.4,528.7,521.32,526.83,5819
HDL,2021-04-19,526.44,533.18,491.79,528.67,4373
HDL,2021-04-20,528.9,532.74,527.65,531.77,2239
HDL,2021-04-21,527.41,538.12,525.9,528.03,4760
HDL,2021-04-22,530.4,539.77,526.49,530.84,3046
HDL,2021-04-25,539.12,544.13,532.07,535.13,4926
HDL,2021-04-26,526.08,530.91,519.65,524.36,3462
HDL,2021-04-27,525.32,525.85,525.21,525.55,2325
HDL,2021-04-28,539.24,547.82,532.57,539.31,5186
HDL,2021-04-29,518.1,527.5,516.04,520.0,2117
HDL,2021-05-02,503.84,510.2,494.03,504.33,1367
HDL,2021-05-03,513.31,519.54,510.59,512.67,3427
HDL,2021-05-04,479.78,490.67,477.4,481.65,5401
HDL,2021-05-05,484.82,489.74,480.09,486.65,2372
HDL,2021-05-06,464.22,471.13,459.07,463.8,3919
HDL,2021-05-09,469.41,476.83,463.47,468.88,3701
HDL,2021-05-10,480.45,485.68,476.52,480.18,4698
HDL,2021-05-11,481.75,485.47,475.52,482.56,4276
HDL,2021-05-12,486.38,493.15,480.48,486.72,2540
HDL,2021-05-13,478.44,481.12,478.02,479.45,3026
HDL,2021-05-16,475.06,492.0,457.54,476.45,4629
HDL,2021-05-17,467.61,474.73,466.86,469.62,3649
HDL,2021-05-18,486.74,488.17,482.89,485.5,3401
HDL,2021-05-19,475.42,477.54,472.35,476.9,1678
HDL,2021-05-20,464.24,467.35,455.61,462.71,4074
HDL,2021-05-23,470.77,478.31,466.13,470.13,2648
HDL,2021-05-24,471.7,476.39,467.96,470.04,1891
HDL,2021-05-25,463.29,464.79,463.12,463.26,1874
HDL,2021-05-26,446.91,450.18,446.39,447.85,4839
HDL,2021-05-27,456.7,468.73,456.24,457.03,2290
HDL,2021-05-30,473.84,474.7,461.46,472.49,4001
HDL,2021-05-31,484.46,487.1,482.81,484.68,4255
HDL,2021-06-01,496.37,503.34,482.47,494.85,2947
HDL,2021-06-02,538.84,549.96,538.03,539.0,3289
HDL,2021-06-03,531.53,536.18,528.6,530.0,4288
HDL,2021-06-06,519.95,527.4,503.99,520.24,5605
HDL,2021-06-07,511.43,518.17,505.21,517.13,2693
HDL,2021-06-08,524.28,536.13,511.56,526.92,3896
HDL,2021-06-09,517.28,521.88,500.67,518.35,652
HDL,2021-06-10,539.23,543.94,538.99,539.1,4068
HDL,2021-06-13,528.32,532.88,513.02,525.88,5631
HDL,2021-06-14,535.97,551.29,521.89,536.91,4411
HDL,2021-06-15,541.86,556.01,530.33,542.02,1472
HDL,2021-06-16,548.14,563.66,525.99,549.18,5038
HDL,2021-06-17,564.31,576.82,556.63,561.67,2724
HDL,2021-06-20,551.77,554.05,533.18,550.2,2624
HDL,2021-06-21,541.59,542.91,539.62,540.57,2585
HDL,2021-06-22,539.85,548.44,534.38,542.41,2440
HDL,2021-06-23,560.16,571.24,548.03,558.29,6097
HDL,2021-06-24,555.0,556.81,546.84,554.09,5906
HDL,2021-06-27,577.37,578.9,574.17,577.92,3714
HDL,2021-06-28,577.46,580.27,572.1,576.8,6430
HDL,2021-06-29,575.02,579.04,566.41,578.28,2836
HDL,2021-06-30,566.66,568.68,553.14,567.02,4311
HDL,2021-07-01,575.57,578.85,565.6,576.25,284
HDL,2021-07-04,571.33,579.62,570.03,570.87,3085
HDL,2021-07-05,575.08,578.71,572.88,576.47,2970
HDL,2021-07-06,582.75,605.07,578.68,582.68,3963
HDL,2021-07-07,602.49,604.27,588.75,600.07,3155
HDL,2021-07-08,598.4,604.0,595.75,598.16,2636
HDL,2021-07-11,579.62,584.62,577.77,583.47,1232
HDL,2021-07-12,590.82,596.49,586.9,591.27,4456
HDL,2021-07-13,583.07,594.18,575.34,583.43,4166
HDL,2021-07-14,567.07,567.3,565.88,566.55,5693
HDL,2021-07-15,578.6,589.39,578.16,580.0,2500
HDL,2021-07-18,574.8,588.91,568.87,572.45,1570
HDL,2021-07-19,557.65,577.04,537.43,558.37,6040
HDL,2021-07-20,564.44,565.26,562.8,563.95,4879
HDL,2021-07-21,574.18,589.77,561.43,573.67,6332
HDL,2021-07-22,578.79,585.45,554.59,581.07,2707
HDL,2021-07-25,587.79,608.99,583.92,587.84,2694
HDL,2021-07-26,594.75,596.96,586.5,593.82,1590
HDL,2021-07-27,594.2,601.46,587.91,593.99,1105
HDL,2021-07-28,602.43,619.33,599.36,606.12,5029
HDL,2021-07-29,598.55,603.73,597.58,599.43,1400
HDL,2021-08-01,595.49,603.27,590.31,597.24,4544
HDL,2021-08-02,624.71,629.36,620.9,623.99,4069
HDL,2021-08-03,607.96,621.49,603.13,609.66,2721
HDL,2021-08-04,623.53,628.64,618.76,623.83,2126
HDL,2021-08-05,638.14,681.23,637.25,637.34,3824
HDL,2021-08-08,618.59,623.77,618.43,622.24,2577
HDL,2021-08-09,617.59,620.76,612.95,617.48,2829
HDL,2021-08-10,632.21,642.85,619.18,629.63,4274
HDL,2021-08-11,633.33,640.32,617.14,632.56,3961
HDL,2021-08-12,628.84,633.1,622.35,632.06,3780
HDL,2021-08-15,630.44,643.07,617.41,629.0,3951
HDL,2021-08-16,651.39,653.57,637.04,651.73,4479
HDL,2021-08-17,645.76,646.61,638.18,644.21,4719
HDL,2021-08-18,628.86,635.99,614.42,630.07,1333
HDL,2021-08-19,622.6,624.74,621.79,624.56,1921
HDL,2021-08-22,621.68,626.9,619.91,622.0,5142
HDL,2021-08-23,622.28,624.27,621.47,622.16,3199
HDL,2021-08-24,615.26,629.24,612.09,614.97,3725
HDL,2021-08-25,629.93,630.89,615.63,627.26,2462
HDL,2021-08-26,629.85,638.31,628.43,628.58,1111
HDL,2021-08-29,628.73,634.55,615.62,627.19,1503
HDL,2021-08-30,645.5,645.86,635.53,644.18,2842
HDL,2021-08-31,663.02,665.29,656.73,657.47,2831
HDL,2021-09-01,668.47,683.33,660.43,666.87,2695
HDL,2021-09-02,681.91,691.49,678.92,681.17,4903
HDL,2021-09-05,709.82,713.02,680.95,708.7,4674
HDL,2021-09-06,712.23,714.18,697.56,712.19,3468
HDL,2021-09-07,727.92,730.63,721.93,728.59,2389
HDL,2021-09-08,690.59,700.75,687.62,693.13,3261
HDL,2021-09-09,688.64,694.87,679.65,692.62,4819
HDL,2021-09-12,684.2,693.49,681.37,683.8,2392
HDL,2021-09-13,682.66,685.26,681.18,685.01,2764
HDL,2021-09-14,692.14,692.91,685.04,691.63,2401
HDL,2021-09-15,694.28,708.93,667.45,693.97,3902
HDL,2021-09-16,689.24,696.77,688.69,690.13,4183
HDL,2021-09-19,668.58,669.57,668.52,668.8,1643
HDL,2021-09-20,667.77,676.72,626.7,664.47,4253
HDL,2021-09-21,657.48,669.55,654.61,657.48,3384
HDL,2021-09-22,648.58,661.86,646.84,652.89,1946
HDL,2021-09-23,657.21,663.59,654.55,660.73,2097
HDL,2021-09-26,643.79,648.83,638.39,647.16,2574
HDL,2021-09-27,673.73,681.32,672.43,678.38,6327
HDL,2021-09-28,669.89,671.56,661.62,670.9,4100
HDL,2021-09-29,656.44,657.65,627.56,656.04,4222
HDL,2021-09-30,669.62,674.51,661.18,669.62,5927
HDL,2021-10-03,654.33,660.37,648.41,654.53,3553
HDL,2021-10-04,646.96,652.31,640.68,646.48,4918
HDL,2021-10-05,656.1,670.22,648.3,655.75,4001
HDL,2021-10-06,662.83,674.11,656.54,663.29,4177
HDL,2021-10-07,654.41,659.22,642.31,656.74,2987
HDL,2021-10-10,653.81,655.87,649.41,655.6,3591
HDL,2021-10-11,644.68,649.12,644.18,645.58,2748
HDL,2021-10-12,674.17,683.73,665.05,671.85,1967
HDL,2021-10-13,685.78,692.57,683.3,686.49,4051
HDL,2021-10-14,686.23,693.8,672.22,683.64,3045
HDL,2021-10-17,681.4,687.0,670.16,681.65,5601
HDL,2021-10-18,667.62,682.28,665.14,666.75,4860
HDL,2021-10-19,648.03,659.79,642.64,648.42,3432
HDL,2021-10-20,640.35,641.91,633.06,638.98,4500
HDL,2021-10-21,650.76,652.04,649.88,651.82,4528
HDL,2021-10-24,640.48,647.25,630.45,644.97,3397
HDL,2021-10-25,626.37,642.32,625.34,628.75,10
HDL,2021-10-26,635.68,638.19,632.34,635.62,4426
HDL,2021-10-27,655.24,656.38,646.0,650.03,4234
HDL,2021-10-28,664.14,667.5,657.92,666.67,4411
HDL,2021-10-31,665.19,680.41,662.06,664.63,778
HDL,2021-11-01,663.09,664.08,637.1,663.19,1592
HDL,2021-11-02,657.01,661.1,639.11,657.05,4179
HDL,2021-11-03,659.75,662.35,657.61,660.29,6057
HDL,2021-11-04,658.93,672.44,657.49,660.13,577
HDL,2021-11-07,664.0,669.2,660.88,663.19,4539
HDL,2021-11-08,671.18,674.54,655.15,672.22,1859
HDL,2021-11-09,688.76,693.94,684.03,687.15,2919
HDL,2021-11-10,697.82,705.2,694.09,696.83,3127
HDL,2021-11-11,679.1,698.27,658.79,677.52,3367
HDL,2021-11-14,660.03,669.76,652.53,659.84,5591
HDL,2021-11-15,676.07,687.93,668.84,679.24,4487
HDL,2021-11-16,684.2,703.58,682.47,685.48,3002
HDL,2021-11-17,698.51,705.26,693.43,697.51,2951
HDL,2021-11-18,700.15,703.41,690.36,701.23,2418
HDL,2021-11-21,686.19,696.36,684.02,688.91,4752
HDL,2021-11-22,693.13,695.58,676.7,689.66,4396
HDL,2021-11-23,683.97,697.04,672.05,685.23,2328
HDL,2021-11-24,678.48,679.21,658.86,675.63,4057
HDL,2021-11-25,672.81,673.6,672.75,673.59,3292
HDL,2021-11-28,679.03,695.59,677.49,680.36,5625
HDL,2021-11-29,675.55,690.38,671.63,673.7,4177
HDL,2021-11-30,681.48,690.96,668.18,682.93,3204
HDL,2021-12-01,692.78,703.24,691.01,691.59,5275
HDL,2021-12-02,692.69,693.14,671.92,689.96,4477
HDL,2021-12-05,713.55,728.19,708.77,715.41,5019
HDL,2021-12-06,731.41,752.1,729.38,729.61,3480
HDL,2021-12-07,728.54,748.55,725.97,730.97,2595
HDL,2021-12-08,734.17,748.26,718.57,735.38,3361
HDL,2021-12-09,742.44,752.3,734.65,742.91,5370
HDL,2021-12-12,740.15,752.86,733.66,743.29,5123
HDL,2021-12-13,738.28,742.56,720.51,733.75,4918
HDL,2021-12-14,738.16,748.07,728.34,736.65,4642
HDL,2021-12-15,757.83,762.28,757.22,758.27,2861
HDL,2021-12-16,740.72,748.94,727.46,741.9,4336
HDL,2021-12-19,760.39,802.05,757.59,761.01,3261
HDL,2021-12-20,744.53,760.95,739.22,746.1,3892
HDL,2021-12-21,765.98,771.32,762.29,767.16,2517
HDL,2021-12-22,776.54,779.96,768.71,776.71,1735
HDL,2021-12-23,803.84,826.26,795.38,802.32,1749
HDL,2021-12-26,801.96,804.79,801.24,803.27,2698
HDL,2021-12-27,808.26,808.31,792.05,807.3,5093
HDL,2021-12-28,818.67,823.88,808.95,814.23,4303
HDL,2021-12-29,793.77,812.67,793.75,797.42,3246
HDL,2021-12-30,793.64,815.98,775.69,794.5,3526
HDL,2022-01-02,819.73,823.9,793.51,820.84,2022
HDL,2022-01-03,822.21,829.63,820.3,821.24,2570
HDL,2022-01-04,838.05,853.44,829.81,839.86,2904
HDL,2022-01-05,841.1,876.57,838.75,844.72,3094
HDL,2022-01-06,854.68,864.57,818.8,854.17,1172
HDL,2022-01-09,860.74,871.23,855.88,862.04,3695
HDL,2022-01-10,835.28,838.82,820.92,832.89,1608
HDL,2022-01-11,810.71,812.45,806.5,807.98,2482
HDL,2022-01-12,831.89,848.37,831.65,831.95,4261
HDL,2022-01-13,826.24,834.4,818.34,825.0,3653
HDL,2022-01-16,826.54,830.2,805.1,828.18,6561
HDL,2022-01-17,811.93,812.72,803.67,810.76,4583
HDL,2022-01-18,791.41,794.19,766.82,790.06,5209
HDL,2022-01-19,793.95,797.41,782.54,793.45,2312
HDL,2022-01-20,793.36,819.8,793.23,794.96,4993
HDL,2022-01-23,804.21,809.7,789.54,801.22,2416
HDL,2022-01-24,786.53,805.91,779.72,782.71,619
HDL,2022-01-25,745.25,754.49,736.98,747.69,3662
HDL,2022-01-26,731.12,739.88,723.17,728.6,4627
HDL,2022-01-27,713.42,721.74,711.16,713.84,4267
HDL,2022-01-30,720.32,721.6,704.48,716.8,1634
HDL,2022-01-31,690.45,697.18,690.19,694.05,3078
HDL,2022-02-01,702.71,712.43,701.56,705.34,1982
HDL,2022-02-02,692.29,696.8,680.33,693.82,4858
HDL,2022-02-03,694.61,698.1,686.75,693.88,2996
HDL,2022-02-06,686.67,703.96,663.63,684.35,819
HDL,2022-02-07,699.01,707.6,689.76,700.01,3592
HDL,2022-02-08,699.48,707.4,695.79,699.86,2663
HDL,2022-02-09,720.47,723.37,711.77,719.65,4260
HDL,2022-02-10,700.12,734.56,682.74,700.92,4927
HDL,2022-02-13,696.82,711.22,680.23,696.97,4633
HDL,2022-02-14,680.42,683.4,677.53,678.25,3756
HDL,2022-02-15,662.18,667.84,648.63,659.97,1886
HDL,2022-02-16,665.89,670.31,657.0,664.89,4688
HDL,2022-02-17,634.73,645.31,630.94,633.38,4845
HDL,2022-02-20,641.08,644.85,612.17,642.91,727
HDL,2022-02-21,638.49,648.42,627.91,640.61,6351
HDL,2022-02-22,633.18,644.96,623.44,635.16,1993
HDL,2022-02-23,646.21,648.95,634.35,643.44,3511
HDL,2022-02-24,650.97,652.37,647.68,651.45,3448
HDL,2022-02-27,647.17,650.32,644.32,650.13,3521
HDL,2022-02-28,645.92,650.63,644.01,646.14,1203
HDL,2022-03-01,633.37,662.56,625.69,635.08,2502
HDL,2022-03-02,665.79,668.51,661.82,662.81,3397
HDL,2022-03-03,663.8,673.67,647.58,665.45,1388
HDL,2022-03-06,676.71,678.53,674.43,678.07,1985
HDL,2022-03-07,681.13,699.96,658.85,685.48,3050
HDL,2022-03-08,693.12,699.39,684.23,693.56,993
HDL,2022-03-09,684.88,702.78,672.62,689.05,3747
HDL,2022-03-10,693.08,700.62,683.17,693.74,3736
HDL,2022-03-13,710.13,716.48,707.19,708.15,4021
HDL,2022-03-14,685.09,695.0,684.39,690.1,2220
HDL,2022-03-15,702.43,715.3,665.92,702.65,3372
HDL,2022-03-16,704.05,712.8,689.83,703.01,3686
HDL,2022-03-17,706.3,709.75,699.11,704.29,3119
HDL,2022-03-20,697.43,718.07,683.05,695.28,4751
HDL,2022-03-21,692.1,703.21,683.86,694.05,3966
HDL,2022-03-22,687.8,693.67,683.69,690.71,4135
HDL,2022-03-23,680.13,682.41,678.0,678.21,3196
HDL,2022-03-24,679.75,687.45,677.06,680.56,3412
HDL,2022-03-27,669.0,674.04,651.39,669.96,4214
HDL,2022-03-28,676.72,683.58,671.14,676.68,4100
HDL,2022-03-29,699.43,701.23,674.62,700.25,6584
HDL,2022-03-30,700.91,712.73,684.28,702.12,4874
HDL,2022-03-31,696.12,705.01,692.77,697.35,3338
HDL,2022-04-03,675.79,678.62,673.15,678.29,10
HDL,2022-04-04,683.73,697.39,677.18,685.27,2864
HDL,2022-04-05,683.15,693.54,677.41,682.97,2056
HDL,2022-04-06,691.28,695.39,685.3,687.84,4350
HDL,2022-04-07,687.04,714.77,675.76,687.51,4706
HDL,2022-04-10,664.4,674.61,648.92,670.19,3534
